id,Date1,Date2,Price1,Price2
3071,2001-09-12,2020-08-07,91000,205000
3071,2020-08-07,2023-05-19,205000,235000
3072,1999-07-08,2003-11-21,75000,127000
3072,2003-11-21,2005-08-09,127000,157000
3072,2005-08-09,2015-12-04,157000,187500
3072,2015-12-04,2025-11-07,187500,197000
3073,2007-11-16,2024-06-14,172500,330000
3075,1997-11-28,1999-10-08,34500,56000
3075,1999-10-08,2004-07-30,56000,92000
3075,2004-07-30,2021-06-22,92000,99000
3077,2011-01-10,2019-09-27,265000,404000
3078,1999-09-14,2005-10-05,139950,243500
3078,2005-10-05,2010-01-15,243500,299950
3078,2010-01-15,2013-02-07,299950,368000
3078,2013-02-07,2022-11-16,368000,570000
3080,2001-04-06,2007-08-07,146000,295000
3080,2007-08-07,2017-03-13,295000,330000
3081,2011-01-25,2019-05-09,245000,350000
3082,1995-07-20,2005-11-08,67000,215000
3082,2005-11-08,2006-06-14,215000,266000
3082,2006-06-14,2025-09-19,266000,445000
3083,1998-03-23,2002-12-20,127000,234000
3083,2002-12-20,2017-07-28,234000,441500
3084,2019-01-04,2021-06-30,405000,785000
3085,2014-02-07,2023-11-09,307000,881000
3086,2002-10-08,2005-12-08,160000,300000
3086,2005-12-08,2007-05-24,300000,355000
3086,2007-05-24,2015-09-25,355000,560000
3086,2015-09-25,2019-02-15,560000,612500
3086,2019-02-15,2021-06-11,612500,637000
3087,2002-09-10,2004-01-27,190000,272500
3087,2004-01-27,2011-04-08,272500,250000
3087,2011-04-08,2016-09-09,250000,575000
3087,2016-09-09,2018-02-16,575000,605000
3087,2018-02-16,2020-11-20,605000,615000
3088,2002-10-31,2008-11-19,168000,290000
3088,2008-11-19,2011-07-25,290000,320000
3088,2011-07-25,2013-11-29,320000,330000
3088,2013-11-29,2021-03-31,330000,455000
3089,2002-10-15,2021-11-12,110050,290000
3090,1999-08-03,2009-07-01,190000,360000
3090,2009-07-01,2012-06-21,360000,620000
3094,1995-04-24,1999-06-30,180000,254950
3095,2009-11-26,2013-08-16,565000,680000
3095,2013-08-16,2015-08-07,680000,750000
3095,2015-08-07,2019-08-08,750000,756500
3096,1997-01-24,2008-05-23,249000,695000
3096,2008-05-23,2018-01-25,695000,956125
3098,1997-02-28,2002-03-27,152000,200000
3098,2002-03-27,2003-06-06,200000,460000
3098,2003-06-06,2018-12-05,460000,1090000
3103,2001-01-15,2004-10-19,210000,445000
3109,2007-06-28,2018-12-13,495000,1125000
3112,2014-10-24,2022-01-18,550000,1250000
3118,2009-01-26,2014-10-03,357000,750000
3119,2004-08-13,2005-08-15,495000,482500
3121,1996-07-23,2001-05-04,118000,275000
3121,2001-05-04,2012-05-31,275000,555000
3123,1998-04-21,2009-11-27,140000,461000
3123,2009-11-27,2018-12-05,461000,660000
3125,2010-11-26,2015-11-30,369950,521000
3127,2005-11-15,2008-08-08,215000,500000
3127,2008-08-08,2022-11-18,500000,900000
3129,2007-10-15,2011-12-12,660000,630000
3132,1995-11-17,1998-08-25,125000,170000
3132,1998-08-25,2014-08-15,170000,495000
3137,2007-08-14,2019-01-31,470000,770000
3138,1997-11-24,2016-06-10,123000,460000
3140,1999-07-16,1999-12-10,130000,150000
3140,1999-12-10,2007-10-16,150000,350000
3142,2020-10-29,2023-01-27,515000,1075000
3144,2001-05-14,2018-05-04,182000,476150
3145,2008-01-15,2019-06-14,445000,830000
3146,2003-02-07,2005-07-15,350000,530000
3147,2014-01-24,2015-02-13,412500,486000
3150,1996-08-09,2020-01-08,135000,645000
3152,1995-08-18,2003-08-08,84000,269950
3152,2003-08-08,2006-11-09,269950,345000
3153,2014-06-30,2022-03-31,400000,720000
3156,1997-08-12,2007-07-05,170000,610000
3158,1997-02-28,2006-08-21,68500,250000
3158,2006-08-21,2014-06-27,250000,350000
3158,2014-06-27,2021-12-03,350000,595000
3159,2017-04-12,2022-08-26,315020,625000
3162,2009-07-30,2018-01-31,560000,1215000
3165,2005-09-28,2010-06-07,271000,400000
3167,2007-03-23,2024-08-23,343000,625000
3169,2002-03-08,2009-05-26,195000,360000
3170,1999-06-01,2013-08-08,165000,475000
3171,2021-01-15,2025-08-15,300000,395000
3174,2012-03-05,2015-09-30,200000,273500
3174,2015-09-30,2021-02-17,273500,420000
3176,1995-02-24,2025-08-22,73000,330000
3179,2011-06-30,2020-11-20,200000,327000
3180,2001-07-27,2003-09-05,133000,208750
3180,2003-09-05,2004-08-25,208750,230000
3180,2004-08-25,2010-05-28,230000,250000
3182,1995-09-28,1998-10-01,128000,163000
3182,1998-10-01,2025-09-30,163000,580000
3185,1999-11-19,2001-08-30,280000,250000
3188,2001-03-12,2013-03-08,110000,210000
3188,2013-03-08,2024-05-24,210000,450000
3189,2001-06-06,2025-05-27,116000,355000
3190,2014-07-07,2015-07-10,180000,257000
3190,2015-07-10,2017-08-24,257000,280000
3190,2017-08-24,2022-08-19,280000,365000
3191,1998-07-17,2001-07-27,84000,118000
3198,2012-02-03,2015-09-25,237000,400000
3200,2004-02-26,2025-08-28,315000,990000
3201,1999-01-08,2002-01-11,105000,179950
3201,2002-01-11,2015-08-28,179950,395000
3202,2006-09-04,2010-06-18,245000,240000
3202,2010-06-18,2016-08-01,240000,285000
3203,2000-03-22,2015-11-30,180000,500500
3204,2003-04-24,2021-03-02,225000,373000
3205,1998-07-22,2000-01-20,80500,84000
3205,2000-01-20,2002-07-18,84000,163000
3205,2002-07-18,2026-01-30,163000,428000
3206,2001-03-09,2006-08-14,110000,220000
3206,2006-08-14,2021-02-16,220000,365000
3206,2021-02-16,2024-01-18,365000,475000
3208,1997-03-21,2025-10-24,63500,470000
3209,2019-08-16,2022-12-20,496950,560000
3210,2010-08-23,2012-08-01,204000,249950
3210,2012-08-01,2017-11-30,249950,320000
3213,2015-10-23,2019-01-14,220000,295000
3214,2020-08-12,2022-11-02,260000,390000
3218,2011-09-30,2012-07-12,235000,247500
3218,2012-07-12,2016-08-19,247500,310000
3219,2016-11-10,2021-04-30,315000,347000
3220,1995-12-15,2023-10-10,75000,345000
3221,2002-03-04,2015-11-04,98000,276000
3223,2005-10-21,2008-01-17,185500,275000
3223,2008-01-17,2020-08-13,275000,382500
3225,1997-08-27,2017-08-01,74000,257000
3227,1999-08-04,2020-02-14,99950,260000
3227,2020-02-14,2025-12-30,260000,325000
3230,2014-08-04,2016-05-19,316200,445000
3230,2016-05-19,2021-06-22,445000,490000
3231,1995-08-07,2017-06-05,93000,465000
3233,1998-08-06,2025-01-29,134900,535000
3234,1996-06-28,2014-03-28,93000,295000
3235,2002-08-16,2006-10-27,132500,223500
3235,2006-10-27,2019-04-02,223500,373300
3236,2007-09-14,2022-01-27,210000,297500
3239,1997-09-10,2006-07-14,95000,245000
3242,2001-02-12,2017-01-09,138000,294000
3242,2017-01-09,2018-03-28,294000,345000
3243,2003-05-19,2013-09-06,170000,270000
3244,2003-02-21,2018-02-01,191750,345500
3245,1998-06-29,2001-04-27,119500,155000
3245,2001-04-27,2005-11-18,155000,216126
3245,2005-11-18,2006-12-21,216126,275000
3245,2006-12-21,2017-05-19,275000,360000
3245,2017-05-19,2020-11-16,360000,425000
3246,2000-05-19,2013-09-26,114000,269950
3246,2013-09-26,2015-04-09,269950,280000
3247,2001-04-07,2007-11-30,108000,262500
3248,1999-05-07,1999-12-17,92500,124000
3248,1999-12-17,2004-05-06,124000,183000
3248,2004-05-06,2006-10-20,183000,230000
3248,2006-10-20,2013-03-28,230000,225000
3250,2004-09-01,2024-10-02,200000,400000
3251,2000-02-18,2001-12-14,116500,147000
3254,2010-12-17,2014-12-19,250000,274000
3256,2001-08-17,2007-07-13,152000,270000
3256,2007-07-13,2018-05-24,270000,350000
3257,1996-05-29,1999-07-23,52500,82000
3259,2015-06-30,2018-01-24,193000,232000
3259,2018-01-24,2023-08-11,232000,327000
3262,2015-10-15,2016-09-23,177500,256500
3263,1999-05-13,2005-07-08,85000,175000
3265,2000-10-25,2005-08-26,86500,159000
3268,2000-06-26,2001-04-27,57037,117500
3268,2001-04-27,2005-01-14,117500,202000
3268,2005-01-14,2007-10-02,202000,262000
3268,2007-10-02,2018-03-29,262000,298000
3270,1998-06-30,2010-08-13,250000,232000
3272,1999-11-10,2008-11-07,125000,220000
3275,2002-04-25,2010-08-13,179950,272500
3278,2003-10-31,2012-03-23,205500,248000
3280,2006-05-19,2008-01-11,150000,214000
3280,2008-01-11,2015-11-19,214000,280000
3281,1995-03-30,2011-12-20,70000,229950
3284,2004-06-28,2021-10-25,210000,450000
3285,1995-12-04,1998-07-17,69000,73500
3286,1999-08-31,2009-12-18,94000,207000
3287,1996-04-23,2003-12-12,70000,172000
3288,2010-04-30,2013-10-31,180000,220000
3288,2013-10-31,2018-02-22,220000,285000
3289,1995-08-25,1999-05-31,64500,81950
3290,1995-09-29,1996-07-22,69500,74000
3290,1996-07-22,2002-08-15,74000,150000
3290,2002-08-15,2009-07-17,150000,168000
3295,2001-06-01,2003-06-25,118000,170000
3298,1999-05-28,2006-11-03,80000,225000
3298,2006-11-03,2009-08-14,225000,210000
3298,2009-08-14,2015-12-01,210000,285000
3300,1999-01-15,2020-10-28,80000,318000
3301,2006-08-04,2019-10-04,129000,152000
3302,1995-10-27,1999-09-30,36000,60000
3302,1999-09-30,2013-08-30,60000,125000
3302,2013-08-30,2018-12-21,125000,156000
3303,1998-02-12,2007-06-29,40000,144000
3303,2007-06-29,2017-11-03,144000,160641
3304,2003-12-19,2017-09-04,195000,184000
3307,2005-05-23,2017-07-25,219000,165000
3308,2004-09-02,2010-09-16,265000,150000
3308,2010-09-16,2018-09-10,150000,175000
3309,2004-11-01,2009-10-05,170000,100000
3310,2004-10-15,2009-05-08,195000,140000
3310,2009-05-08,2016-06-29,140000,130000
3310,2016-06-29,2022-09-01,130000,152000
3311,2004-03-01,2019-02-15,210000,195000
3314,1997-10-17,1999-04-23,48500,60000
3314,1999-04-23,2006-08-18,60000,142000
3316,1995-02-20,1999-05-28,48500,68000
3318,2001-07-16,2021-06-24,137500,365000
3319,2001-06-08,2002-10-31,127000,229000
3321,1995-02-17,2013-05-01,73500,233000
3321,2013-05-01,2017-05-19,233000,277500
3322,1995-04-07,2001-02-28,114995,185000
3323,1998-12-21,2006-06-16,70000,165000
3324,1997-05-30,2000-04-14,59000,87500
3324,2000-04-14,2010-12-03,87500,162500
3324,2010-12-03,2024-11-01,162500,250000
3325,1995-02-17,2005-05-20,107500,276000
3325,2005-05-20,2012-07-11,276000,325000
3326,1997-08-29,2004-12-10,125000,280000
3327,1997-07-18,1999-08-20,62995,78000
3327,1999-08-20,2006-06-08,78000,166000
3330,1998-07-27,2000-03-20,48500,54950
3330,2000-03-20,2003-04-17,54950,94500
3330,2003-04-17,2005-11-30,94500,115000
3330,2005-11-30,2022-10-17,115000,189000
3330,2022-10-17,2025-12-18,189000,187000
3331,1999-10-29,2004-04-08,56950,115000
3331,2004-04-08,2012-12-03,115000,122000
3331,2012-12-03,2013-11-01,122000,139950
3331,2013-11-01,2015-10-30,139950,157950
3331,2015-10-30,2019-03-29,157950,180000
3333,1996-01-31,2019-03-29,147000,820000
3337,1996-07-15,1998-11-30,180000,190000
3338,1998-12-10,2002-01-03,190000,300000
3341,2000-03-31,2002-06-05,87950,112000
3341,2002-06-05,2023-04-20,112000,250000
3343,2004-02-13,2012-03-30,141000,165000
3343,2012-03-30,2025-12-12,165000,250000
3346,1999-04-30,2003-07-15,64000,125000
3346,2003-07-15,2025-05-30,125000,252500
3347,2008-11-13,2016-06-17,200000,268480
3347,2016-06-17,2021-02-09,268480,325000
3348,1997-04-11,2003-12-19,56000,135500
3348,2003-12-19,2007-06-14,135500,166000
3348,2007-06-14,2015-03-27,166000,182000
3349,1996-09-06,2007-09-14,73000,229000
3350,1997-05-02,1998-10-16,59950,67500
3350,1998-10-16,2005-06-30,67500,142500
3350,2005-06-30,2011-05-27,142500,163500
3351,2004-08-27,2007-06-11,183000,195000
3351,2007-06-11,2013-05-03,195000,206000
3353,2014-09-03,2025-12-04,169729,250000
3354,2002-08-16,2025-08-15,194950,460000
3355,1996-10-25,1999-11-19,53250,73500
3355,1999-11-19,2001-11-02,73500,96500
3355,2001-11-02,2013-05-31,96500,149000
3355,2013-05-31,2020-11-06,149000,197000
3356,1998-06-26,2012-01-27,109950,250000
3356,2012-01-27,2017-10-27,250000,340000
3356,2017-10-27,2018-01-05,340000,325150
3356,2018-01-05,2023-10-30,325150,410000
3357,1996-09-09,1999-07-16,52500,67000
3357,1999-07-16,2004-05-28,67000,146950
3357,2004-05-28,2006-05-15,146950,158000
3358,1996-11-29,1999-10-01,38500,45950
3358,1999-10-01,2003-07-04,45950,250000
3358,2003-07-04,2022-06-17,250000,170000
3359,1995-10-06,2000-01-12,40000,67000
3359,2000-01-12,2006-02-24,67000,125000
3359,2006-02-24,2009-12-18,125000,130000
3359,2009-12-18,2014-08-15,130000,143000
3360,2000-02-18,2002-04-26,135000,192000
3363,1997-08-29,2002-06-05,75000,134950
3363,2002-06-05,2010-04-16,134950,220000
3363,2010-04-16,2014-12-17,220000,222000
3365,1996-08-23,2003-12-18,79500,193500
3367,1998-07-31,1999-10-29,80000,93000
3369,2000-07-27,2008-11-10,116000,195000
3369,2008-11-10,2015-08-19,195000,230000
3370,1995-02-20,2000-09-01,57000,92000
3371,1997-06-30,2001-05-17,79000,125000
3371,2001-05-17,2003-07-25,125000,171000
3371,2003-07-25,2006-03-17,171000,190500
3372,1998-03-06,2002-05-03,67950,115000
3372,2002-05-03,2007-08-01,115000,195500
3372,2007-08-01,2008-09-24,195500,175000
3373,1997-02-14,2001-10-08,58800,105000
3373,2001-10-08,2012-06-15,105000,166500
3373,2012-06-15,2025-10-17,166500,275000
3374,1998-03-27,2001-02-28,65000,90000
3374,2001-02-28,2004-12-10,90000,149500
3374,2004-12-10,2007-03-23,149500,172000
3377,1998-05-01,2007-06-14,66500,168000
3378,1997-09-19,2001-01-12,60000,85000
3378,2001-01-12,2001-12-03,85000,94000
3378,2001-12-03,2009-09-11,94000,144000
3378,2009-09-11,2017-10-03,144000,194000
3378,2017-10-03,2021-06-24,194000,222500
3379,1999-10-28,2008-04-28,75000,176000
3380,1999-03-15,2005-07-22,51750,118000
3380,2005-07-22,2020-05-06,118000,155000
3380,2020-05-06,2025-01-16,155000,200000
3382,1996-11-01,2005-10-27,46500,136000
3382,2005-10-27,2010-05-28,136000,150000
3382,2010-05-28,2013-07-19,150000,165000
3382,2013-07-19,2017-01-13,165000,194000
3382,2017-01-13,2025-10-06,194000,220000
3383,1997-03-27,1999-05-14,55500,69500
3383,1999-05-14,2003-08-20,69500,129950
3383,2003-08-20,2014-11-13,129950,184100
3383,2014-11-13,2016-11-10,184100,200000
3384,1997-03-21,1999-10-08,55000,71000
3385,1998-09-11,2001-06-15,64950,94000
3385,2001-06-15,2009-06-19,94000,142500
3385,2009-06-19,2016-01-22,142500,176000
3387,2000-02-13,2003-10-10,43600,69200
3387,2003-10-10,2007-05-31,69200,86000
3387,2007-05-31,2021-12-21,86000,295000
3388,2003-07-11,2011-06-09,133500,152500
3388,2011-06-09,2018-02-22,152500,203000
3389,2001-02-13,2004-07-30,43000,75000
3389,2004-07-30,2007-07-24,75000,86000
3389,2007-07-24,2016-02-12,86000,199750
3389,2016-02-12,2020-09-18,199750,226250
3389,2020-09-18,2024-09-11,226250,275000
3390,2007-07-06,2013-07-05,82500,82500
3390,2013-07-05,2019-08-29,82500,210000
3393,2004-11-25,2011-03-01,135000,152000
3393,2011-03-01,2014-06-06,152000,185000
3394,1995-09-28,2001-05-31,25500,44000
3395,1998-07-20,2001-07-27,32950,47500
3395,2001-07-27,2005-07-22,47500,72500
3395,2005-07-22,2009-03-20,72500,61750
3395,2009-03-20,2011-09-16,61750,150000
3395,2011-09-16,2016-08-01,150000,197500
3397,2006-06-16,2010-12-17,302500,320000
3401,2006-04-21,2017-06-05,305000,389000
3407,2014-08-14,2025-11-12,240000,350000
3408,1998-02-17,2024-03-25,71000,295000
3410,2015-11-20,2016-06-07,210000,279950
3411,2011-04-21,2012-01-12,178000,217500
3412,2018-08-14,2019-06-28,230000,280000
3412,2019-06-28,2025-10-31,280000,451000
3413,2007-01-23,2007-09-21,170000,222750
3414,2001-09-10,2004-03-26,121000,185000
3415,2018-10-17,2025-09-19,280000,395000
3417,2001-10-24,2010-12-10,139500,215000
3418,2000-06-30,2003-10-31,105000,177500
3418,2003-10-31,2010-08-20,177500,185000
3418,2010-08-20,2017-08-22,185000,270000
3418,2017-08-22,2024-08-16,270000,282000
3420,2013-06-21,2020-10-23,222500,330000
3423,2011-03-18,2012-12-19,151000,206500
3424,1995-10-04,1996-08-21,62500,65000
3424,1996-08-21,2017-10-16,65000,231000
3425,1999-08-27,2001-04-02,110000,123500
3425,2001-04-02,2002-08-14,123500,158000
3426,2013-12-02,2021-03-19,220000,285000
3428,2014-03-28,2021-03-22,125000,400000
3431,2017-10-23,2025-10-10,245000,360000
3432,1997-09-05,2002-04-26,64000,139950
3432,2002-04-26,2003-10-24,139950,195000
3433,1997-12-19,2000-02-04,74400,104000
3433,2000-02-04,2006-07-21,104000,196000
3436,2000-06-16,2006-11-16,77600,192000
3437,2001-08-31,2005-09-28,83000,189950
3437,2005-09-28,2008-06-28,189950,210000
3437,2008-06-28,2019-04-05,210000,290000
3438,2010-04-09,2011-04-21,157500,186500
3438,2011-04-21,2025-02-28,186500,290000
3439,1999-12-20,2007-11-12,88000,216000
3439,2007-11-12,2016-04-19,216000,220000
3441,2008-01-31,2013-06-27,207000,185000
3441,2013-06-27,2022-09-16,185000,350000
3444,2002-07-04,2003-11-07,119950,164000
3444,2003-11-07,2012-05-31,164000,168000
3444,2012-05-31,2019-07-05,168000,245000
3444,2019-07-05,2024-10-25,245000,360000
3445,2019-10-18,2020-02-26,260000,255000
3446,1997-10-01,2019-08-21,58000,217500
3446,2019-08-21,2020-06-09,217500,299950
3447,2005-03-13,2006-02-03,148500,193000
3448,2010-11-25,2013-09-06,282000,345000
3449,1997-09-19,2017-04-06,83950,285000
3449,2017-04-06,2025-01-30,285000,505000
3453,1998-04-22,1999-04-13,69500,83500
3453,1999-04-13,2014-09-29,83500,205000
3454,2010-06-11,2012-11-05,160000,192500
3455,2006-02-23,2014-01-24,172500,205000
3458,1996-08-09,2008-12-12,75000,150000
3458,2008-12-12,2017-09-15,150000,240000
3458,2017-09-15,2018-10-15,240000,365000
3459,2003-08-01,2017-09-07,147500,243500
3460,2003-09-26,2022-08-01,189950,333590
3461,2003-08-18,2017-04-06,189950,257000
3462,2020-03-27,2024-11-01,220000,315000
3463,1997-10-03,2003-07-18,67000,195000
3463,2003-07-18,2005-11-11,195000,192000
3465,2018-09-26,2019-12-10,220000,381000
3465,2019-12-10,2022-02-10,381000,407500
3466,2010-05-07,2012-05-31,170000,230000
3468,2002-08-19,2013-11-11,148000,195000
3468,2013-11-11,2014-04-24,195000,250000
3468,2014-04-24,2023-02-01,250000,400000
3471,2015-02-02,2015-10-16,185000,235000
3471,2015-10-16,2021-06-15,235000,264500
3472,1996-06-19,2001-10-12,67500,95000
3472,2001-10-12,2010-09-24,95000,197250
3472,2010-09-24,2018-08-17,197250,225000
3472,2018-08-17,2024-09-27,225000,290000
3475,2000-08-25,2004-03-01,88000,205000
3476,1995-01-20,2011-12-20,59995,180000
3476,2011-12-20,2013-10-29,180000,210000
3476,2013-10-29,2019-05-03,210000,258000
3476,2019-05-03,2024-12-11,258000,320000
3479,1995-08-18,2016-01-22,56000,235000
3481,1995-10-27,1998-08-28,69995,96000
3481,1998-08-28,2013-06-06,96000,229000
3483,2006-06-09,2015-11-24,170000,269500
3485,2003-05-22,2025-10-28,148000,285000
3486,2016-09-02,2025-09-23,208000,300000
3487,2001-02-16,2008-10-08,82950,167000
3487,2008-10-08,2021-01-15,167000,249950
3488,1997-05-16,2009-02-20,60000,186000
3488,2009-02-20,2018-10-15,186000,260000
3488,2018-10-15,2020-06-16,260000,385000
3489,2013-12-13,2016-09-15,165000,245000
3495,2000-03-03,2006-05-30,89500,174000
3495,2006-05-30,2020-10-16,174000,200000
3496,2017-03-30,2020-03-17,214500,220000
3496,2020-03-17,2025-03-17,220000,277500
3497,1999-09-03,2000-03-23,63000,88000
3498,1995-05-23,2001-05-11,56500,93000
3498,2001-05-11,2002-04-05,93000,125000
3498,2002-04-05,2005-04-15,125000,180000
3498,2005-04-15,2006-08-07,180000,197500
3499,1999-04-30,2012-04-05,86000,235000
3499,2012-04-05,2025-03-21,235000,380000
3500,2011-08-19,2012-03-16,170000,235000
3501,1995-05-26,1996-03-22,73500,75000
3501,1996-03-22,2001-01-22,75000,111000
3501,2001-01-22,2004-05-12,111000,177500
3501,2004-05-12,2007-08-31,177500,222500
3501,2007-08-31,2009-09-25,222500,205000
3501,2009-09-25,2016-06-28,205000,300000
3501,2016-06-28,2022-08-03,300000,398000
3503,2001-05-04,2007-08-29,122500,212000
3504,2005-08-31,2006-12-04,170000,235000
3505,2015-05-20,2021-09-29,74500,175000
3505,2021-09-29,2023-01-21,175000,65000
3506,2014-01-24,2020-10-16,96000,125000
3507,2002-03-08,2006-07-14,63500,103000
3507,2006-07-14,2018-05-31,103000,129950
3507,2018-05-31,2023-06-23,129950,147500
3508,2002-02-05,2007-11-23,20000,92500
3510,1996-05-31,1996-10-18,33000,34950
3510,1996-10-18,1997-10-02,34950,35950
3512,1999-07-09,2001-09-28,43250,53000
3512,2001-09-28,2004-01-06,53000,82500
3512,2004-01-06,2012-03-28,82500,93000
3513,2012-04-27,2017-08-03,85000,120000
3513,2017-08-03,2020-11-30,120000,126000
3514,2007-02-09,2010-12-03,97000,103000
3514,2010-12-03,2021-06-25,103000,129000
3516,1997-11-07,2007-01-26,31000,110000
3516,2007-01-26,2017-07-17,110000,130000
3517,1998-01-19,2000-10-16,39500,58500
3517,2000-10-16,2002-11-29,58500,93500
3517,2002-11-29,2016-04-26,93500,121500
3519,1999-08-25,2003-02-28,45000,78500
3519,2003-02-28,2005-02-24,78500,95000
3520,2009-02-20,2016-08-12,140000,248000
3522,2005-10-14,2006-09-08,150000,195000
3526,2006-07-28,2016-03-04,158000,359500
3526,2016-03-04,2023-01-04,359500,425000
3527,1998-11-25,2018-02-01,85950,295000
3528,2006-08-31,2014-04-25,174000,195000
3529,2006-01-06,2014-04-02,169950,207500
3529,2014-04-02,2019-12-06,207500,247500
3530,2007-02-01,2010-08-07,174500,199950
3530,2010-08-07,2023-10-18,199950,260000
3531,2010-12-02,2024-06-28,158000,275000
3532,2008-06-13,2014-12-11,163000,235000
3533,1998-09-02,2000-11-30,76250,116000
3533,2000-11-30,2021-09-30,116000,280000
3534,2004-07-29,2005-12-21,149950,189950
3535,2004-08-27,2013-11-27,148000,187000
3535,2013-11-27,2021-06-30,187000,269000
3536,1995-02-16,2003-05-23,69000,148500
3537,1996-02-02,2017-12-01,71000,260000
3545,2000-08-03,2007-08-17,74950,204000
3545,2007-08-17,2015-08-19,204000,236750
3547,2005-12-16,2013-11-22,168000,185000
3549,1999-09-15,2002-04-29,80000,115950
3550,2013-11-22,2015-10-30,187000,214000
3551,1998-04-24,2009-06-05,62000,162000
3551,2009-06-05,2017-07-14,162000,240000
3551,2017-07-14,2024-06-03,240000,292500
3552,1999-11-19,2011-01-19,80000,167500
3554,1997-08-22,2003-08-06,60000,148000
3554,2003-08-06,2007-01-26,148000,185000
3554,2007-01-26,2025-02-24,185000,285000
3559,2000-04-07,2001-01-12,90000,86500
3559,2001-01-12,2023-06-30,86500,290000
3561,2008-04-28,2024-03-25,186000,330000
3564,1996-10-28,2003-11-28,62100,175500
3564,2003-11-28,2006-05-19,175500,189950
3564,2006-05-19,2014-09-12,189950,277500
3564,2014-09-12,2023-10-16,277500,415000
3565,2002-02-01,2007-01-30,110000,219950
3566,1996-07-18,2015-01-23,66000,243000
3572,1995-04-28,2003-10-31,78000,214950
3572,2003-10-31,2013-06-07,214950,260000
3572,2013-06-07,2020-10-23,260000,315000
3572,2020-10-23,2023-07-21,315000,400000
3573,2011-10-07,2025-10-17,182500,380000
3574,2011-12-16,2023-10-23,200000,420000
3576,2002-07-11,2013-07-26,137500,205000
3577,2005-11-28,2006-08-17,175000,216000
3578,2005-11-11,2013-10-25,190000,220000
3581,2003-07-31,2011-10-27,209000,250000
3582,2004-06-03,2011-05-26,175950,205000
3586,2011-04-15,2021-03-25,144000,293000
3589,2004-02-25,2006-12-18,143500,187500
3591,2017-10-18,2020-12-03,230000,312500
3592,2014-02-14,2020-05-11,170000,293000
3592,2020-05-11,2025-07-09,293000,338000
3593,2003-01-17,2003-08-20,116500,150000
3594,2009-04-03,2012-09-21,140000,186000
3596,2003-10-16,2005-03-11,145000,160000
3596,2005-03-11,2008-04-22,160000,205000
3597,1999-12-10,2015-09-23,87500,200000
3597,2015-09-23,2016-05-19,200000,242500
3600,1996-05-24,1998-05-19,77000,6000
3602,2004-07-23,2019-11-08,170000,300000
3607,2018-11-09,2023-02-24,262500,345000
3607,2023-02-24,2024-09-25,345000,370000
3609,1996-12-09,2004-04-16,58500,160000
3609,2004-04-16,2009-07-31,160000,180000
3609,2009-07-31,2013-07-15,180000,216000
3610,2006-03-07,2022-11-04,118400,361500
3613,2006-05-02,2010-03-31,189000,247000
3613,2010-03-31,2017-04-07,247000,334950
3614,2007-04-05,2024-03-19,210000,325000
3616,1996-01-12,2013-03-08,59950,230000
3617,1998-07-31,2015-08-14,102000,331000
3620,1998-08-10,2002-09-27,82500,145000
3621,2010-01-15,2020-01-31,217500,292500
3621,2020-01-31,2025-04-22,292500,347500
3622,1999-09-24,2020-11-24,85500,237500
3623,2005-02-28,2006-10-23,140000,172500
3623,2006-10-23,2015-08-03,172500,250000
3623,2015-08-03,2018-02-16,250000,250000
3623,2018-02-16,2020-08-27,250000,280000
3623,2020-08-27,2022-03-25,280000,331000
3624,2001-01-05,2012-09-07,84000,182000
3624,2012-09-07,2023-09-15,182000,305000
3630,1999-04-30,2016-01-04,68000,215000
3631,1997-12-01,2018-06-25,78500,265000
3632,1999-09-24,2003-07-04,84000,155000
3632,2003-07-04,2006-12-15,155000,191500
3632,2006-12-15,2025-03-24,191500,300000
3633,2000-01-28,2001-10-12,79500,113000
3633,2001-10-12,2015-10-23,113000,223500
3633,2015-10-23,2023-10-16,223500,332000
3634,2012-10-04,2019-07-01,216000,262500
3635,2011-04-08,2021-08-20,157000,300000
3636,2003-07-31,2010-10-08,137000,220000
3636,2010-10-08,2024-07-19,220000,307500
3637,2005-10-21,2019-08-06,159950,235000
3638,1999-12-09,2015-10-20,98000,240000
3640,2001-07-06,2007-11-30,110000,217500
3645,1996-08-27,2007-08-30,67000,246000
3645,2007-08-30,2025-08-22,246000,415000
3648,2006-01-16,2020-05-29,166000,260000
3649,1995-08-25,2022-07-22,60000,310000
3651,2000-10-24,2025-08-13,88000,280000
3653,2002-01-22,2003-06-25,155000,183000
3653,2003-06-25,2024-07-24,183000,490000
3654,2017-03-06,2019-07-25,238750,315000
3656,2009-11-09,2014-01-17,175000,250000
3657,1995-08-30,1999-12-03,70500,111000
3659,2000-08-25,2012-03-29,75350,176500
3659,2012-03-29,2013-12-12,176500,212500
3660,2002-06-28,2022-03-07,125000,312000
3666,2001-04-20,2009-07-10,125700,196000
3666,2009-07-10,2017-07-28,196000,280000
3667,1996-10-25,1998-07-10,67750,81500
3667,1998-07-10,2003-06-27,81500,169995
3667,2003-06-27,2007-08-24,169995,228000
3675,1998-05-22,2025-09-05,82000,288000
3677,1997-03-19,1997-10-24,76500,42750
3677,1997-10-24,2017-07-25,42750,215000
3678,2000-06-19,2003-05-16,85500,149950
3678,2003-05-16,2021-10-15,149950,265000
3678,2021-10-15,2024-02-09,265000,345000
3680,1996-09-02,1999-11-26,49950,56000
